# Taxa	W1	W10	W11	W12	W13	W14	W15	W16	W17	W19	W2	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W3	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W4	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W5	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W6	W60	W7	W8	W9
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Methylacidiphilales_D_4__Methylacidiphilaceae_D_5__uncultured	0	0.014822134	0	0	0.009259259	0.009495982	0.008458647	0.006455399	0.005988024	0	0	0	0.013793103	0.009603073	0	0.014388489	0	0.012896825	0.011609907	0.012158055	0.007428571	0.008272059	0.006984127	0.010471204	0.010909091	0.007075472	0.014330218	0.009180791	0.013755981	0.024633431	0	0.007454128	0.01179444	0.012531328	0.007492795	0.009314141	0.009981851	0.011138614	0.011214953	0.014695591	0.009762901	0.009573959	0.011027569	0	0	0.008029979	0.005211349	0.012762454	0.011609907	0.007439825	0.019047619	0.018718503	0.009756098	0.016720604	0.007194245	0.012145749	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001179245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Peptostreptococcaceae_D_5__Terrisporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Chromobacteriaceae_D_5__Crenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025219941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Planctomycetes_D_2__Planctomycetacia_D_3__Pirellulales_D_4__Pirellulaceae_D_5__uncultured	0.010695187	0	0	0.011709602	0	0	0	0	0.014637392	0.010380623	0.015169195	0	0	0.013444302	0.009993754	0	0	0.025793651	0	0.010638298	0.009714286	0	0	0.017015707	0.009090909	0	0	0	0	0	0	0	0	0.01566416	0	0	0.012250454	0.014851485	0	0	0.007670851	0	0.00802005	0	0	0	0.012738854	0	0.013157895	0.018818381	0	0	0	0.006472492	0	0.008675535	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Methylococcales_D_4__Methylococcaceae_D_5__Methylocaldum	0	0	0	0	0	0	0	0	0	0	0	0	0.010727969	0	0.013741412	0	0	0	0	0	0	0	0	0	0	0.006485849	0	0	0	0	0	0	0	0	0	0	0.008166969	0	0	0.009097271	0	0	0.007518797	0	0	0.010171306	0.015055009	0.010292301	0.006578947	0.007877462	0	0.014398848	0	0	0	0	0	0	0.013599275
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Caulobacterales_D_4__Hyphomonadaceae_D_5__UKL13-1	0	0	0	0	0.003703704	0.00146092	0	0.009976526	0.017964072	0.006228374	0	0.019354839	0	0	0	0	0	0.006944444	0	0	0	0	0	0.005890052	0	0	0	0.004237288	0.011961722	0.007038123	0.007549069	0.002866972	0.00336984	0.006892231	0.010951009	0.009314141	0	0	0.011214953	0.016095171	0	0	0	0	0.008116883	0.005353319	0.005790388	0.003293536	0.003482972	0.005251641	0	0	0.004878049	0.003236246	0	0.012724118	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Chitinophagales_D_4__Saprospiraceae_D_5__uncultured	0.023529412	0.020750988	0.010452962	0	0.009259259	0.021183346	0	0.005868545	0.007984032	0.016608997	0.016336056	0	0.022222222	0.02368758	0.024984385	0	0.011538462	0	0.005417957	0.019756839	0.011428571	0.029411765	0.024761905	0.014397906	0.014545455	0.019457547	0.012461059	0.014124294	0.008971292	0.004105572	0.007549069	0.01662844	0.01937658	0.015037594	0.020172911	0.016934801	0.02722323	0.020420792	0.010280374	0	0.006973501	0.013403542	0.020551378	0.006726457	0.011363636	0.007494647	0.010422698	0.009057225	0.01625387	0.020568928	0.016666667	0.007919366	0.009756098	0.028047465	0.008093525	0.009832273	0	0.013355593	0.01087942
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Noviherbaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010883483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Xanthobacteraceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Omnitrophicaeota_D_2__Omnitrophia_D_3__Omnitrophales_D_4__Omnitrophaceae_D_5__Candidatus Omnitrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001006543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001605996	0	0	0	0	0	0	0.001393728	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Methylophilaceae___	0	0	0.022067364	0	0	0	0.016917293	0.01056338	0	0.015916955	0	0	0	0	0.013116802	0	0	0	0.011609907	0	0.009714286	0	0	0	0.012121212	0	0	0.012711864	0.010167464	0	0	0.007454128	0	0	0.01037464	0	0	0.011138614	0	0	0.011854951	0.006701771	0	0	0	0	0	0	0	0	0.014285714	0.012958963	0	0	0	0	0	0	0.017225748
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_________	0.002139037	0	0	0.010538642	0.014814815	0.013878744	0	0	0	0	0	0	0.009961686	0	0.013741412	0.018705036	0	0	0.001547988	0	0.009142857	0	0	0	0.001212121	0	0	0.009887006	0	0	0.01610468	0.021788991	0.0210615	0	0	0.012701101	0	0.010519802	0	0	0	0.016754428	0.009022556	0	0	0	0	0.019349527	0.00503096	0.012691466	0	0	0.016027875	0.017259978	0	0	0.013186813	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__Lentimicrobiaceae_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Flavobacteriales_D_4__Cryomorphaceae_D_5__NS10 marine group	0.011764706	0.008893281	0.005807201	0.010538642	0.005555556	0.008765522	0.011278195	0	0.001996008	0.004152249	0	0	0.009195402	0.012163892	0.006246096	0.01294964	0	0	0.006965944	0.009118541	0.005714286	0.005514706	0.00952381	0.007198953	0	0.008254717	0	0.009180791	0	0	0.008555611	0.010894495	0.00926706	0	0	0.00254022	0.010889292	0.006188119	0	0	0	0.008616563	0.006015038	0.012331839	0	0.00267666	0.001737116	0.007410457	0.006578947	0	0.008928571	0	0.009756098	0.009708738	0.008992806	0.005205321	0	0	0.009066183
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Caulobacterales_D_4__Caulobacteraceae_D_5__Phenylobacterium	0.019251337	0	0.011614402	0.007025761	0.008333333	0.018261505	0	0.012910798	0.011310712	0.011764706	0.015169195	0	0.01532567	0.013444302	0.006246096	0.012230216	0	0	0	0.010638298	0.010857143	0.013786765	0.00952381	0.007853403	0.007272727	0.014740566	0.014953271	0	0	0	0.01207851	0.012041284	0	0.010651629	0	0.009314141	0.009981851	0.012376238	0.017757009	0.008397481	0.009762901	0.015318334	0.008521303	0	0	0.006959315	0	0.011115685	0.00619195	0.006564551	0.005357143	0.009359251	0	0.010248112	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__env.OPS 17_D_5__uncultured Bacteroidetes bacterium	0	0.013833992	0	0	0.011111111	0	0.007518797	0.009389671	0.007318696	0.011072664	0.018669778	0	0	0.009603073	0	0.010791367	0.008653846	0	0.002321981	0	0.008571429	0.011029412	0.003174603	0	0	0.007665094	0.002492212	0.007062147	0	0.004692082	0.003019628	0.006307339	0	0	0.001729107	0	0.005444646	0.004950495	0	0	0	0.007180469	0.006015038	0	0	0	0.005790388	0.009880609	0.01006192	0.008752735	0	0	0	0.011866235	0.008093525	0.002313476	0	0	0.006346328
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__PeM15______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009287926	0	0	0	0	0	0.011515152	0	0.008099688	0	0	0	0	0	0	0	0	0	0.007259528	0	0.011214953	0	0.011157601	0	0	0	0	0	0	0.015232606	0	0	0	0	0.006968641	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Chlorobia_D_3__Chlorobiales_D_4__Chlorobiaceae_D_5__Chlorobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__Corynebacteriales_D_4__Mycobacteriaceae_D_5__Mycobacterium	0	0	0	0	0	0	0	0	0	0.010380623	0	0.017204301	0	0	0	0.011510791	0.014423077	0	0.015479876	0	0	0	0.006984127	0	0.013939394	0	0.011214953	0	0.008373206	0.020527859	0	0	0	0.016290727	0.010951009	0	0	0	0.022429907	0.013995801	0.020223152	0	0.013533835	0	0.011363636	0.017130621	0	0	0	0.005251641	0.019642857	0.019438445	0.007665505	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__SB-5_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000773994	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Oligoflexales_D_4__Oligoflexaceae_D_5__uncultured	0.016042781	0	0	0	0.006481481	0.002191381	0	0	0.005322688	0.006920415	0	0	0.006896552	0.008322663	0	0.008633094	0	0	0	0	0.001142857	0	0.010793651	0	0	0	0	0	0	0.011143695	0.005032713	0.005733945	0	0.003759398	0	0	0.005898367	0.002475248	0	0.00349895	0	0.004786979	0.005513784	0.006726457	0	0.008029979	0.009264621	0.006587073	0.002321981	0.007877462	0.014285714	0.003599712	0	0	0.006294964	0	0.014285714	0.006677796	0.008159565
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Cellvibrionales_D_4__Spongiibacteraceae_D_5__BD1-7 clade	0	0	0	0.005854801	0	0.009495982	0.010338346	0.003521127	0	0.004844291	0.008168028	0	0.008429119	0.007042254	0	0	0	0	0	0.006079027	0.006857143	0	0	0.007198953	0.007878788	0	0.006853583	0.007062147	0	0.007624633	0.009562154	0.008600917	0	0.005639098	0.00518732	0	0.006352087	0	0	0	0.00488145	0.004786979	0.003007519	0.011210762	0.005681818	0.008029979	0.006369427	0	0.005417957	0.002625821	0.006547619	0	0	0.007011866	0	0	0.014285714	0.016694491	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__S-BQ2-57 soil group______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001813237
D_0__Archaea_D_1__Euryarchaeota_D_2__Methanomicrobia_D_3__Methanosarcinales_D_4__Methanosaetaceae_D_5__Methanosaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Microscillaceae_D_5__OLB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Desulfobacterales_D_4__Desulfobacteraceae_D_5__Sva0081 sediment group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Caulobacterales_D_4__Hyphomonadaceae_D_5__Hirschia	0	0	0	0	0	0	0	0	0.003992016	0	0	0	0	0	0.004372267	0	0	0	0	0	0.003428571	0	0	0.003272251	0	0	0	0	0	0	0	0	0	0	0	0	0.003629764	0	0	0	0	0	0	0	0	0	0	0.004940305	0.003869969	0.003063457	0	0.00287977	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__env.OPS 17_D_5__uncultured bacterium	0	0	0.003484321	0	0	0	0.001879699	0	0.00332668	0.006228374	0	0	0.001532567	0.006402049	0.004372267	0	0	0	0	0	0.008	0	0	0.005890052	0	0	0.00623053	0.002118644	0.003588517	0	0.007045798	0.009174312	0.01010952	0	0	0	0.007259528	0	0	0	0	0.005265677	0.005012531	0	0.00487013	0	0	0.005763689	0.005804954	0	0	0	0	0.004854369	0.009892086	0	0	0	0.008159565
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__Lentimicrobiaceae_D_5__uncultured prokaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__PB19______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006349206	0	0	0.003537736	0	0	0	0	0.005535984	0.004587156	0	0	0	0	0.00907441	0	0	0	0	0	0.004511278	0	0	0.004282655	0	0.004940305	0	0	0	0	0.003484321	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Spirosomaceae_D_5__Flectobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Rhizobiales Incertae Sedis_D_5__Alsobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005761844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008971292	0	0	0.00516055	0	0	0.010951009	0	0	0	0	0	0	0	0.006516291	0	0.01461039	0	0	0	0	0.008752735	0.005357143	0	0	0	0	0.00578369	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__HOC36______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027198549
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Myxococcales_D_4__Sandaracinaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823384	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Acidimicrobiia_D_3__Microtrichales_D_4__Ilumatobacteraceae_D_5__CL500-29 marine group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003676471	0.006349206	0	0	0	0.011214953	0	0	0	0	0	0	0	0.005763689	0	0	0	0	0	0.0041841	0	0	0	0	0.004282655	0	0	0.00503096	0.003938731	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Thermoleophilia_D_3__Gaiellales_D_4__uncultured_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Prolixibacteraceae_D_5__BSV13	0	0	0	0	0	0	0	0	0	0	0.002333722	0	0	0	0	0	0	0	0	0	0.007428571	0	0	0	0	0	0.003115265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003363229	0	0	0	0	0.002321981	0	0	0	0	0	0	0	0	0	0.033544878
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Syntrophobacterales_D_4__Syntrophaceae_D_5__Desulfobacca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008322663	0	0	0	0	0	0	0	0	0	0.007853403	0.017575758	0	0	0	0	0	0	0	0	0	0.01037464	0	0	0	0.01588785	0	0	0	0.009022556	0	0	0.009635974	0.008106543	0	0	0.010065646	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__A0839_D_5__uncultured Sphingomonadaceae bacterium	0	0	0	0	0	0.008765522	0	0	0	0	0	0	0	0.005761844	0	0	0	0	0	0	0.005142857	0.008272059	0	0.006544503	0.005454545	0.004127358	0.00623053	0	0	0	0.00805234	0.004587156	0	0.009398496	0	0	0.005444646	0	0	0	0.006276151	0.004786979	0.00802005	0	0.006493506	0	0.005790388	0.004116921	0.00503096	0.005689278	0.005952381	0.005759539	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Pedosphaerales_D_4__Pedosphaeraceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007042254	0	0	0	0	0.005417957	0	0	0	0	0	0	0	0	0	0	0.007038123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003211991	0	0	0.00619195	0	0	0	0	0	0	0	0	0.005008347	0
D_0__Bacteria_D_1__Firmicutes_D_2__Erysipelotrichia_D_3__Erysipelotrichales_D_4__Erysipelotrichaceae_D_5__Turicibacter	0	0	0	0	0.001851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003519062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Sphingomonadales_D_4__Sphingomonadaceae_D_5__Polymorphobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Ectothiorhodospirales_D_4__Thioalkalispiraceae_D_5__Thioalkalispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Desulfobacterales_D_4__Desulfobacteraceae_D_5__Desulfatirhabdium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae_D_5__Leptolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Paludibacteraceae_D_5__Paludibacter	0.006417112	0	0	0	0.006481481	0	0	0.004107981	0	0	0.01050175	0	0	0	0	0.00647482	0.004807692	0	0	0.009118541	0	0	0	0	0	0.006485849	0.001246106	0	0	0	0.003522899	0	0	0	0	0	0.00862069	0	0	0	0	0	0	0	0.001623377	0	0	0	0	0	0	0	0	0	0	0	0.008791209	0	0.025385313
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Cellvibrionales_D_4__Cellvibrionaceae_D_5__uncultured	0	0	0	0	0	0.004382761	0	0	0	0	0	0	0	0	0	0.005035971	0	0	0	0.008358663	0	0	0	0	0	0	0	0.003531073	0	0.006451613	0.007549069	0.008027523	0	0.001253133	0	0	0	0	0	0	0.0041841	0.008616563	0.011528822	0	0	0	0	0.007410457	0.00503096	0	0	0	0.009756098	0	0.003597122	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__NS11-12 marine group_D_5__uncultured bacterium	0	0	0.008130081	0	0	0	0	0	0	0	0	0.008602151	0	0	0	0	0	0	0.009287926	0	0	0	0	0	0	0.003537736	0	0	0.003588517	0.001173021	0	0.001146789	0	0	0	0	0	0	0.008411215	0.012596221	0	0	0	0.011210762	0	0	0	0.011115685	0	0	0	0	0	0.002696872	0.011690647	0	0.010989011	0	0.003626473
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__AKYH767_D_5__uncultured Sphingobacteriales bacterium	0	0	0	0	0	0	0	0	0	0	0.004667445	0	0.006130268	0.005121639	0.004372267	0	0	0	0	0.006079027	0	0.011029412	0	0	0	0	0	0	0	0.002932551	0	0.004013761	0	0.005012531	0	0	0.005898367	0.003094059	0	0	0	0	0	0	0	0.003211991	0	0	0	0.006126915	0	0.003599712	0.005574913	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Bdellovibrionales_D_4__Bdellovibrionaceae_D_5__Bdellovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001269841	0.001963351	0	0	0	0.001412429	0	0	0.001509814	0.001146789	0	0	0	0	0	0	0	0	0	0.000957396	0	0.005605381	0	0	0	0.00205846	0	0	0	0	0	0	0.001798561	0.001735107	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Ectothiorhodospirales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Enterobacteriales_D_4__Enterobacteriaceae_D_5__Serratia	0	0	0	0	0	0	0	0	0	0	0	0.027956989	0	0	0	0	0	0.004960317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__env.OPS 17___	0.003208556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005621487	0.004316547	0	0.009920635	0	0.011398176	0	0	0.001904762	0	0.008484848	0	0	0	0	0	0.013085053	0	0	0	0	0	0	0	0	0	0.00488145	0	0	0.005605381	0	0	0	0	0	0	0.001190476	0	0.006968641	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Bradymonadales_D_4__uncultured bacterium_D_5__	0	0	0	0	0	0	0	0.002347418	0	0	0	0	0	0	0	0	0.005769231	0	0	0	0	0	0.007619048	0	0	0	0	0	0	0	0.003019628	0	0	0	0	0	0.007259528	0	0	0	0	0.003350886	0	0	0	0	0	0.004116921	0	0	0.004166667	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Latescibacteria____________	0	0	0	0	0	0.00146092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chlamydiae_D_2__Chlamydiae_D_3__Chlamydiales_D_4__Simkaniaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003211991	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Desulfobacterales_D_4__Desulfobacteraceae_D_5__Desulfonema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
